Name,Team,Position,Date,Notes
Reggie Bullock,Dallas Mavericks,SF,25/11/2016,placed on IL with torn meniscus in left knee
Reggie Bullock,Dallas Mavericks,SF,13/01/2017,activated from IL
Reggie Bullock,Dallas Mavericks,SF,06/02/2017,placed on IL with illness
Reggie Bullock,Dallas Mavericks,SF,08/02/2017,activated from IL
Reggie Bullock,Dallas Mavericks,SF,27/03/2017,placed on IL with sprained right foot
Reggie Bullock,Dallas Mavericks,SF,05/04/2017,activated from IL
Reggie Bullock,Dallas Mavericks,SF,24/01/2018,thumb injury (DTD)
Reggie Bullock,Dallas Mavericks,SF,27/01/2018,returned to lineup
Reggie Bullock,Dallas Mavericks,SF,13/03/2018,back injury (DTD)
Reggie Bullock,Dallas Mavericks,SF,15/03/2018,returned to lineup
Reggie Bullock,Dallas Mavericks,SF,06/04/2018,placed on IL with swollen left knee (out for season)
Reggie Bullock,Dallas Mavericks,SF,17/10/2018,illness (DTD)
Reggie Bullock,Dallas Mavericks,SF,20/10/2018,returned to lineup
Reggie Bullock,Dallas Mavericks,SF,03/11/2018,left ankle injury (DTD)
Reggie Bullock,Dallas Mavericks,SF,05/11/2018,placed on IL with left ankle injury
Reggie Bullock,Dallas Mavericks,SF,07/11/2018,activated from IL
Reggie Bullock,Dallas Mavericks,SF,04/12/2018,sprained left ankle (DTD)
Reggie Bullock,Dallas Mavericks,SF,05/12/2018,placed on IL with sprained left ankle
Reggie Bullock,Dallas Mavericks,SF,15/12/2018,activated from IL
Reggie Bullock,Dallas Mavericks,SF,29/01/2019,placed on IL with sprained left ankle
Reggie Bullock,Dallas Mavericks,SF,31/01/2019,activated from IL
Reggie Bullock,Dallas Mavericks,SF,24/03/2019,placed on IL with right foot injury
Reggie Bullock,Dallas Mavericks,SF,27/03/2019,activated from IL
Reggie Bullock,Dallas Mavericks,SF,31/03/2019,returned to lineup
Reggie Bullock,Dallas Mavericks,SF,04/04/2019,stiff neck (out for season)
Reggie Bullock,Dallas Mavericks,SF,23/10/2019,placed on IL with surgery on neck
Reggie Bullock,Dallas Mavericks,SF,01/01/2020,activated from IL
Reggie Bullock,Dallas Mavericks,SF,16/01/2020,placed on IL with sore neck
Reggie Bullock,Dallas Mavericks,SF,18/01/2020,activated from IL
Reggie Bullock,Dallas Mavericks,SF,29/02/2020,placed on IL with illness
Reggie Bullock,Dallas Mavericks,SF,04/03/2020,activated from IL
Trey Burke,Dallas Mavericks,PG,12/10/2013,fractured right index finger (out indefinitely)
Trey Burke,Dallas Mavericks,PG,15/10/2013,surgery to repair fractured right index finger (out indefinitely)
Trey Burke,Dallas Mavericks,PG,30/10/2013,placed on IL recovering from surgery to repair fractured right index finger
Trey Burke,Dallas Mavericks,PG,20/11/2013,activated from IL
Trey Burke,Dallas Mavericks,PG,03/12/2014,placed on IL
Trey Burke,Dallas Mavericks,PG,05/12/2014,activated from IL
Trey Burke,Dallas Mavericks,PG,05/01/2015,strep throat (DTD)
Trey Burke,Dallas Mavericks,PG,07/01/2015,returned to lineup
Trey Burke,Dallas Mavericks,PG,04/04/2015,tightness in back (DTD)
Trey Burke,Dallas Mavericks,PG,08/04/2015,returned to lineup
Trey Burke,Dallas Mavericks,PG,10/04/2015,back injury (DTD)
Trey Burke,Dallas Mavericks,PG,10/04/2015,placed on IL with back injury
Trey Burke,Dallas Mavericks,PG,15/04/2015,activated from IL
Trey Burke,Dallas Mavericks,PG,06/02/2016,flu (DTD)
Trey Burke,Dallas Mavericks,PG,18/02/2016,returned to lineup
Trey Burke,Dallas Mavericks,PG,02/12/2018,sprained right knee (DTD)
Trey Burke,Dallas Mavericks,PG,03/12/2018,placed on IL with sprained right knee
Trey Burke,Dallas Mavericks,PG,16/12/2018,activated from IL
Trey Burke,Dallas Mavericks,PG,21/01/2019,placed on IL with illness
Trey Burke,Dallas Mavericks,PG,23/01/2019,activated from IL
Trey Burke,Dallas Mavericks,PG,02/02/2019,placed on IL with illness
Trey Burke,Dallas Mavericks,PG,06/02/2019,activated from IL
Trey Burke,Dallas Mavericks,PG,27/02/2019,placed on IL with illness
Trey Burke,Dallas Mavericks,PG,02/03/2019,activated from IL
Trey Burke,Dallas Mavericks,PG,30/10/2019,gastroenteritis (DTD)
Trey Burke,Dallas Mavericks,PG,02/11/2019,returned to lineup
Trey Burke,Dallas Mavericks,PG,12/11/2019,placed on IL with left calf injury
Trey Burke,Dallas Mavericks,PG,13/11/2019,activated from IL
Trey Burke,Dallas Mavericks,PG,02/12/2019,placed on IL with illness
Trey Burke,Dallas Mavericks,PG,05/12/2019,activated from IL
Willie Cauley-Stein,Dallas Mavericks,C,03/12/2015,dislocated right index finger (out indefinitely)
Willie Cauley-Stein,Dallas Mavericks,C,05/12/2015,placed on IL with dislocated right index finger
Willie Cauley-Stein,Dallas Mavericks,C,02/01/2016,activated from IL
Willie Cauley-Stein,Dallas Mavericks,C,04/01/2016,activated from IL (P)
Willie Cauley-Stein,Dallas Mavericks,C,05/01/2016,lacerated right middle finger (DTD)
Willie Cauley-Stein,Dallas Mavericks,C,09/01/2016,returned to lineup
Willie Cauley-Stein,Dallas Mavericks,C,18/03/2016,illness (DTD)
Willie Cauley-Stein,Dallas Mavericks,C,21/03/2016,returned to lineup
Willie Cauley-Stein,Dallas Mavericks,C,02/12/2017,sore back (DTD)
Willie Cauley-Stein,Dallas Mavericks,C,05/12/2017,strained lower back (DTD)
Willie Cauley-Stein,Dallas Mavericks,C,08/12/2017,placed on IL with strained lower back
Willie Cauley-Stein,Dallas Mavericks,C,12/12/2017,activated from IL
Willie Cauley-Stein,Dallas Mavericks,C,26/01/2018,bruised right knee (DTD)
Willie Cauley-Stein,Dallas Mavericks,C,28/01/2018,placed on IL with bruised right knee
Willie Cauley-Stein,Dallas Mavericks,C,02/02/2018,activated from IL
Willie Cauley-Stein,Dallas Mavericks,C,03/03/2018,placed on IL with strained lower back
Willie Cauley-Stein,Dallas Mavericks,C,11/03/2018,activated from IL
Willie Cauley-Stein,Dallas Mavericks,C,24/10/2019,placed on IL with left foot injury
Willie Cauley-Stein,Dallas Mavericks,C,30/10/2019,activated from IL
Willie Cauley-Stein,Dallas Mavericks,C,31/12/2019,placed on IL with illness
Willie Cauley-Stein,Dallas Mavericks,C,04/01/2020,activated from IL
Willie Cauley-Stein,Dallas Mavericks,C,09/03/2020,illness (DTD)
Willie Cauley-Stein,Dallas Mavericks,C,10/03/2020,placed on IL with illness
Willie Cauley-Stein,Dallas Mavericks,C,11/03/2020,activated from IL
Luka Doncic,Dallas Mavericks,PG,02/12/2018,placed on IL with strained right hip
Luka Doncic,Dallas Mavericks,PG,04/12/2018,activated from IL
Luka Doncic,Dallas Mavericks,PG,31/01/2019,sore left ankle (DTD)
Luka Doncic,Dallas Mavericks,PG,02/02/2019,returned to lineup
Luka Doncic,Dallas Mavericks,PG,22/02/2019,placed on IL with sore right ankle
Luka Doncic,Dallas Mavericks,PG,25/02/2019,activated from IL
Luka Doncic,Dallas Mavericks,PG,16/03/2019,placed on IL with bruised right knee
Luka Doncic,Dallas Mavericks,PG,18/03/2019,activated from IL
Luka Doncic,Dallas Mavericks,PG,30/03/2019,bruised right thigh (DTD)
Luka Doncic,Dallas Mavericks,PG,31/03/2019,placed on IL with bruised right thigh
Luka Doncic,Dallas Mavericks,PG,03/04/2019,activated from IL
Luka Doncic,Dallas Mavericks,PG,05/04/2019,placed on IL with bruised right thigh
Luka Doncic,Dallas Mavericks,PG,09/04/2019,activated from IL
Luka Doncic,Dallas Mavericks,PG,10/04/2019,left thigh injury (out for season)
Luka Doncic,Dallas Mavericks,PG,15/12/2019,sprained right ankle (DTD)
Luka Doncic,Dallas Mavericks,PG,16/12/2019,placed on IL with sprained right ankle
Luka Doncic,Dallas Mavericks,PG,26/12/2019,activated from IL
Luka Doncic,Dallas Mavericks,PG,31/01/2020,placed on IL with sprained right ankle
Luka Doncic,Dallas Mavericks,PG,12/02/2020,activated from IL
Luka Doncic,Dallas Mavericks,PG,22/02/2020,placed on IL with sore right ankle
Luka Doncic,Dallas Mavericks,PG,24/02/2020,activated from IL
Luka Doncic,Dallas Mavericks,PG,01/03/2020,placed on IL with sprained left thumb
Luka Doncic,Dallas Mavericks,PG,02/03/2020,activated from IL
Luka Doncic,Dallas Mavericks,PG,09/08/2020,right ankle injury (DTD)
Luka Doncic,Dallas Mavericks,PG,11/08/2020,returned to lineup
Dorian Finney-Smith,Dallas Mavericks,PF,26/10/2017,left knee tendinitis (DTD)
Dorian Finney-Smith,Dallas Mavericks,PF,30/10/2017,placed on IL with left knee tendinitis
Dorian Finney-Smith,Dallas Mavericks,PF,07/11/2017,activated from IL
Dorian Finney-Smith,Dallas Mavericks,PF,14/11/2017,placed on IL with tendinitis in left knee/quadriceps
Dorian Finney-Smith,Dallas Mavericks,PF,10/03/2018,activated from IL
Dorian Finney-Smith,Dallas Mavericks,PF,11/03/2018,placed on IL for rest
Dorian Finney-Smith,Dallas Mavericks,PF,13/03/2018,activated from IL
Dorian Finney-Smith,Dallas Mavericks,PF,27/03/2018,placed on IL for rest
Dorian Finney-Smith,Dallas Mavericks,PF,03/04/2018,placed on IL for rest
Dorian Finney-Smith,Dallas Mavericks,PF,04/04/2018,activated from IL
Dorian Finney-Smith,Dallas Mavericks,PF,03/04/2019,placed on IL with mouth injury
Dorian Finney-Smith,Dallas Mavericks,PF,05/04/2019,activated from IL
Dorian Finney-Smith,Dallas Mavericks,PF,06/03/2020,placed on IL with right hip injury
Dorian Finney-Smith,Dallas Mavericks,PF,10/03/2020,activated from IL
Dorian Finney-Smith,Dallas Mavericks,PF,11/03/2020,placed on IL with right hip injury
Dorian Finney-Smith,Dallas Mavericks,PF,31/07/2020,activated from IL
Dorian Finney-Smith,Dallas Mavericks,PF,09/08/2020,placed on IL with left hip injury
Dorian Finney-Smith,Dallas Mavericks,PF,11/08/2020,activated from IL
Tim Hardaway Jr.,Dallas Mavericks,SF,02/01/2015,placed on IL with concussion
Tim Hardaway Jr.,Dallas Mavericks,SF,04/01/2015,activated from IL
Tim Hardaway Jr.,Dallas Mavericks,SF,09/03/2015,lower back spasms (DTD)
Tim Hardaway Jr.,Dallas Mavericks,SF,12/03/2015,returned to lineup
Tim Hardaway Jr.,Dallas Mavericks,SF,17/03/2015,sprained right wrist (DTD)
Tim Hardaway Jr.,Dallas Mavericks,SF,03/04/2015,returned to lineup
Tim Hardaway Jr.,Dallas Mavericks,SF,27/10/2015,placed on IL
Tim Hardaway Jr.,Dallas Mavericks,SF,29/10/2015,activated from IL
Tim Hardaway Jr.,Dallas Mavericks,SF,01/11/2015,placed on IL
Tim Hardaway Jr.,Dallas Mavericks,SF,03/11/2015,activated from IL
Tim Hardaway Jr.,Dallas Mavericks,SF,07/11/2015,placed on IL
Tim Hardaway Jr.,Dallas Mavericks,SF,13/11/2015,activated from IL
Tim Hardaway Jr.,Dallas Mavericks,SF,30/11/2015,placed on IL
Tim Hardaway Jr.,Dallas Mavericks,SF,10/12/2015,activated from IL
Tim Hardaway Jr.,Dallas Mavericks,SF,12/12/2015,placed on IL
Tim Hardaway Jr.,Dallas Mavericks,SF,05/01/2016,activated from IL
Tim Hardaway Jr.,Dallas Mavericks,SF,21/12/2016,sore groin (DTD)
Tim Hardaway Jr.,Dallas Mavericks,SF,26/12/2016,placed on IL
Tim Hardaway Jr.,Dallas Mavericks,SF,28/12/2016,activated from IL
Tim Hardaway Jr.,Dallas Mavericks,SF,12/04/2017,rest (DTD)
Tim Hardaway Jr.,Dallas Mavericks,SF,03/12/2017,placed on IL with sore left leg
Tim Hardaway Jr.,Dallas Mavericks,SF,12/01/2018,activated from IL
Tim Hardaway Jr.,Dallas Mavericks,SF,14/01/2018,activated from IL
Tim Hardaway Jr.,Dallas Mavericks,SF,15/01/2018,placed on IL
Tim Hardaway Jr.,Dallas Mavericks,SF,17/01/2018,activated from IL
Tim Hardaway Jr.,Dallas Mavericks,SF,25/01/2018,placed on IL
Tim Hardaway Jr.,Dallas Mavericks,SF,07/04/2018,sprained left ankle (out for season)
Tim Hardaway Jr.,Dallas Mavericks,SF,05/11/2018,back injury (DTD)
Tim Hardaway Jr.,Dallas Mavericks,SF,07/11/2018,returned to lineup
Tim Hardaway Jr.,Dallas Mavericks,SF,17/12/2018,right heel injury (DTD)
Tim Hardaway Jr.,Dallas Mavericks,SF,19/12/2018,returned to lineup
Tim Hardaway Jr.,Dallas Mavericks,SF,27/12/2018,placed on IL with illness
Tim Hardaway Jr.,Dallas Mavericks,SF,29/12/2018,activated from IL
Tim Hardaway Jr.,Dallas Mavericks,SF,13/01/2019,left hamstring injury (DTD)
Tim Hardaway Jr.,Dallas Mavericks,SF,17/01/2019,returned to lineup
Tim Hardaway Jr.,Dallas Mavericks,SF,02/02/2019,placed on IL with hamstring injury
Tim Hardaway Jr.,Dallas Mavericks,SF,06/02/2019,activated from IL
Tim Hardaway Jr.,Dallas Mavericks,SF,21/03/2019,placed on IL with tibia injury (out for season)
Tim Hardaway Jr.,Dallas Mavericks,SF,31/12/2019,placed on IL with strained left hamstring
Tim Hardaway Jr.,Dallas Mavericks,SF,06/01/2020,activated from IL
Tim Hardaway Jr.,Dallas Mavericks,SF,06/03/2020,placed on IL with illness
Tim Hardaway Jr.,Dallas Mavericks,SF,08/03/2020,activated from IL
Maxi Kleber,Dallas Mavericks,PF,30/11/2018,sore right knee (DTD)
Maxi Kleber,Dallas Mavericks,PF,02/12/2018,placed on IL with sore right knee
Maxi Kleber,Dallas Mavericks,PF,04/12/2018,activated from IL
Maxi Kleber,Dallas Mavericks,PF,08/12/2018,placed on IL with left big toe injury
Maxi Kleber,Dallas Mavericks,PF,10/12/2018,activated from IL
Maxi Kleber,Dallas Mavericks,PF,18/12/2018,placed on IL with toe injury
Maxi Kleber,Dallas Mavericks,PF,20/12/2018,activated from IL
Maxi Kleber,Dallas Mavericks,PF,23/02/2019,placed on IL with illness
Maxi Kleber,Dallas Mavericks,PF,25/02/2019,activated from IL
Maxi Kleber,Dallas Mavericks,PF,06/03/2019,placed on IL with left knee injury
Maxi Kleber,Dallas Mavericks,PF,10/03/2019,activated from IL
Maxi Kleber,Dallas Mavericks,PF,20/03/2019,placed on IL with sprained left wrist
Maxi Kleber,Dallas Mavericks,PF,21/03/2019,activated from IL
Maxi Kleber,Dallas Mavericks,PF,06/04/2019,bruised right knee (DTD)
Maxi Kleber,Dallas Mavericks,PF,07/04/2019,placed on IL with bruised right knee
Maxi Kleber,Dallas Mavericks,PF,09/04/2019,activated from IL
Maxi Kleber,Dallas Mavericks,PF,10/04/2019,placed on IL with sore left knee (out for season)
Maxi Kleber,Dallas Mavericks,PF,03/11/2019,placed on IL with bruised right knee
Maxi Kleber,Dallas Mavericks,PF,06/11/2019,activated from IL
Boban Marjanovic,Dallas Mavericks,C,28/10/2015,placed on IL
Boban Marjanovic,Dallas Mavericks,C,02/11/2015,activated from IL
Boban Marjanovic,Dallas Mavericks,C,11/11/2015,placed on IL
Boban Marjanovic,Dallas Mavericks,C,14/11/2015,activated from IL
Boban Marjanovic,Dallas Mavericks,C,18/11/2015,placed on IL
Boban Marjanovic,Dallas Mavericks,C,20/11/2015,activated from IL
Boban Marjanovic,Dallas Mavericks,C,23/11/2015,activated from IL (P)
Boban Marjanovic,Dallas Mavericks,C,25/11/2015,placed on IL (P)
Boban Marjanovic,Dallas Mavericks,C,27/11/2015,activated from IL
Boban Marjanovic,Dallas Mavericks,C,30/11/2015,placed on IL
Boban Marjanovic,Dallas Mavericks,C,03/12/2015,activated from IL
Boban Marjanovic,Dallas Mavericks,C,05/12/2015,placed on IL
Boban Marjanovic,Dallas Mavericks,C,07/12/2015,activated from IL
Boban Marjanovic,Dallas Mavericks,C,09/12/2015,placed on IL
Boban Marjanovic,Dallas Mavericks,C,11/12/2015,activated from IL
Boban Marjanovic,Dallas Mavericks,C,12/12/2015,placed on IL
Boban Marjanovic,Dallas Mavericks,C,16/12/2015,activated from IL
Boban Marjanovic,Dallas Mavericks,C,21/03/2016,placed on IL
Boban Marjanovic,Dallas Mavericks,C,23/03/2016,activated from IL
Boban Marjanovic,Dallas Mavericks,C,07/04/2016,placed on IL
Boban Marjanovic,Dallas Mavericks,C,08/04/2016,activated from IL
Boban Marjanovic,Dallas Mavericks,C,26/12/2016,placed on IL
Boban Marjanovic,Dallas Mavericks,C,28/12/2016,activated from IL
Boban Marjanovic,Dallas Mavericks,C,20/10/2017,placed on IL
Boban Marjanovic,Dallas Mavericks,C,21/10/2017,activated from IL
Boban Marjanovic,Dallas Mavericks,C,25/10/2017,placed on IL
Boban Marjanovic,Dallas Mavericks,C,28/10/2017,activated from IL
Boban Marjanovic,Dallas Mavericks,C,26/02/2019,right knee injury (DTD)
Boban Marjanovic,Dallas Mavericks,C,28/02/2019,placed on IL with right knee injury
Boban Marjanovic,Dallas Mavericks,C,12/03/2019,activated from IL
Kristaps Porzingis,Dallas Mavericks,C,28/01/2016,upper respiratory illness (DTD)
Kristaps Porzingis,Dallas Mavericks,C,29/01/2016,returned to lineup
Kristaps Porzingis,Dallas Mavericks,C,05/03/2016,bruised lower left leg (DTD)
Kristaps Porzingis,Dallas Mavericks,C,08/03/2016,returned to lineup
Kristaps Porzingis,Dallas Mavericks,C,13/03/2016,stomach illness/virus (DTD)
Kristaps Porzingis,Dallas Mavericks,C,16/03/2016,returned to lineup
Kristaps Porzingis,Dallas Mavericks,C,30/03/2016,strained/sore right shoulder (out for season)
Kristaps Porzingis,Dallas Mavericks,C,15/10/2016,sore left groin (DTD)
Kristaps Porzingis,Dallas Mavericks,C,31/12/2016,placed on IL with sore left Achilles
Kristaps Porzingis,Dallas Mavericks,C,06/01/2017,activated from IL
Kristaps Porzingis,Dallas Mavericks,C,12/01/2017,placed on IL with sore left Achilles
Kristaps Porzingis,Dallas Mavericks,C,18/01/2017,activated from IL
Kristaps Porzingis,Dallas Mavericks,C,18/01/2017,sore left Achilles (DTD)
Kristaps Porzingis,Dallas Mavericks,C,31/01/2017,illness (DTD)
Kristaps Porzingis,Dallas Mavericks,C,01/02/2017,returned to lineup
Kristaps Porzingis,Dallas Mavericks,C,23/02/2017,sprained right ankle (DTD)
Kristaps Porzingis,Dallas Mavericks,C,25/02/2017,placed on IL with sprained right ankle
Kristaps Porzingis,Dallas Mavericks,C,01/03/2017,activated from IL
Kristaps Porzingis,Dallas Mavericks,C,16/03/2017,placed on IL with left thigh injury
Kristaps Porzingis,Dallas Mavericks,C,20/03/2017,activated from IL
Kristaps Porzingis,Dallas Mavericks,C,04/04/2017,placed on IL with sore lower back
Kristaps Porzingis,Dallas Mavericks,C,06/04/2017,activated from IL
Kristaps Porzingis,Dallas Mavericks,C,06/04/2017,sore lower back (out for season)
Kristaps Porzingis,Dallas Mavericks,C,09/04/2017,placed on IL with sore lower back (out for season)
Kristaps Porzingis,Dallas Mavericks,C,08/11/2017,placed on IL with sprained left ankle
Kristaps Porzingis,Dallas Mavericks,C,11/11/2017,activated from IL
Kristaps Porzingis,Dallas Mavericks,C,25/11/2017,tightness in lower back (DTD)
Kristaps Porzingis,Dallas Mavericks,C,27/11/2017,returned to lineup
Kristaps Porzingis,Dallas Mavericks,C,29/11/2017,sore ankle (DTD)
Kristaps Porzingis,Dallas Mavericks,C,03/12/2017,placed on IL with sprained right ankle
Kristaps Porzingis,Dallas Mavericks,C,06/12/2017,activated from IL
Kristaps Porzingis,Dallas Mavericks,C,16/12/2017,placed on IL with sore left knee
Kristaps Porzingis,Dallas Mavericks,C,21/12/2017,activated from IL
Kristaps Porzingis,Dallas Mavericks,C,23/01/2018,irritation in left knee (DTD)
Kristaps Porzingis,Dallas Mavericks,C,25/01/2018,returned to lineup
Kristaps Porzingis,Dallas Mavericks,C,06/02/2018,torn ACL in left knee (out for season)
Kristaps Porzingis,Dallas Mavericks,C,08/02/2018,placed on IL with torn ACL in left knee (out for season)
Kristaps Porzingis,Dallas Mavericks,C,13/02/2018,surgery on left knee to repair torn ACL (out for season)
Kristaps Porzingis,Dallas Mavericks,C,17/10/2018,recovering from surgery on left knee to repair torn ACL (out for season)
Kristaps Porzingis,Dallas Mavericks,C,31/12/2019,placed on IL with sore right knee
Kristaps Porzingis,Dallas Mavericks,C,21/01/2020,activated from IL
Kristaps Porzingis,Dallas Mavericks,C,09/08/2020,left knee injury (DTD)
Kristaps Porzingis,Dallas Mavericks,C,11/08/2020,returned to lineup
Kristaps Porzingis,Dallas Mavericks,C,13/08/2020,placed on IL with bruised left heel
Kristaps Porzingis,Dallas Mavericks,C,17/08/2020,activated from IL
Kristaps Porzingis,Dallas Mavericks,C,23/08/2020,sore right knee (DTD)
Kristaps Porzingis,Dallas Mavericks,C,25/08/2020,placed on IL with torn meniscus in right knee (out for season)
